Id,Company,Status,StatusStart,Latitude,Longitude,ReceivingWaterCourse,LastUpdated,ObjectId,LatestEventStart,LatestEventEnd,x,y
SRN0333,Southern Water,0,9/22/2024 2:20:15 AM,51.3928548119786,0.570073996039001,RIVER MEDWAY,12/22/2024 3:15:00 PM,6168610,9/22/2024 2:20:15 AM,10/16/2024 7:07:48 PM,63460.3469535483,6691081.61143891
SRN0763,Southern Water,0,11/27/2024 2:10:15 AM,50.7288852216585,-1.15310245678899,MONKTONMEAD BROOK,12/22/2024 3:15:00 PM,6168611,11/27/2024 2:10:15 AM,11/27/2024 12:46:50 PM,-128362.778322223,6573476.05113797
SRN0331,Southern Water,0,11/27/2024 5:13:08 AM,50.9378258064539,-1.3559656778952,ITCHEN,12/22/2024 3:15:00 PM,6168612,11/27/2024 5:13:08 AM,11/27/2024 8:15:00 AM,-150945.40879645,6610303.18785357
SRN0745,Southern Water,0,12/5/2024 3:24:57 AM,50.7177548482561,-1.10768978451047,SOLENT,12/22/2024 3:15:00 PM,6168613,12/5/2024 3:24:57 AM,12/5/2024 12:04:00 PM,-123307.462768616,6571518.86533993
SRN0057,Southern Water,0,12/5/2024 7:08:41 PM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168614,12/5/2024 7:08:41 PM,12/5/2024 7:19:31 PM,67371.4137409063,6689001.90155703
SRN0715,Southern Water,0,12/7/2024 1:18:00 AM,50.7267742941186,-1.22454872929067,IOW STREAMS,12/22/2024 3:15:00 PM,6168615,12/7/2024 1:18:00 AM,12/7/2024 1:30:00 AM,-136316.140996188,6573104.82594103
SRN0307,Southern Water,0,12/31/2023 10:15:00 AM,50.8962426285925,-1.0590642714864,WALLINGTON,12/22/2024 3:15:00 PM,6168616,12/31/2023 10:15:00 AM,12/31/2023 5:20:00 PM,-117894.495419215,6602960.72631417
SRN0947,Southern Water,0,11/27/2024 2:53:40 AM,50.7393633544934,-1.32874624296098,GURNARD LUCK STREAM,12/22/2024 3:15:00 PM,6168617,11/27/2024 2:53:40 AM,11/27/2024 4:01:48 AM,-147915.355159892,6575318.97069699
SRN0439,Southern Water,0,12/5/2024 3:20:00 AM,50.6345747240416,-1.18208962931755,UNAMED STREAM - SCOTCHELLS BROOK,12/22/2024 3:15:00 PM,6168618,12/5/2024 3:20:00 AM,12/5/2024 5:52:00 AM,-131589.615607639,6556907.01066664
SRN0056,Southern Water,0,12/18/2024 8:46:17 PM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168619,12/18/2024 8:46:17 PM,12/18/2024 8:58:49 PM,67371.4137409063,6689001.90155703
SRN0573,Southern Water,0,10/21/2024 4:26:00 PM,50.6963146350745,-1.53343422227308,SOLENT,12/22/2024 3:15:00 PM,6168620,10/21/2024 4:26:00 PM,10/21/2024 8:04:00 PM,-170701.116788419,6567750.08755029
SRN0174,Southern Water,0,11/27/2024 3:18:16 AM,50.7632839197341,0.107130666163098,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168621,11/27/2024 3:18:16 AM,11/27/2024 3:38:51 AM,11925.7312056203,6579527.7237989
SRN0501,Southern Water,0,7/15/2024 7:57:00 PM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168622,7/15/2024 7:57:00 PM,7/17/2024 5:45:00 PM,67371.4137409063,6689001.90155703
SRN0408,Southern Water,0,12/5/2024 2:45:31 AM,50.7594570146805,-1.53649293439724,LYMINGTON,12/22/2024 3:15:00 PM,6168623,12/5/2024 2:45:31 AM,12/5/2024 3:45:05 AM,-171041.611064563,6578854.24657147
SRN0094,Southern Water,0,6/27/2021 3:26:22 PM,50.7629674669724,-1.53730899615631,LYMINGTON,12/22/2024 3:15:00 PM,6168624,6/27/2021 3:26:22 PM,6/27/2021 3:48:59 PM,-171132.454644039,6579472.03082505
SRN0055,Southern Water,0,10/16/2024 6:55:28 PM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168625,10/16/2024 6:55:28 PM,10/16/2024 7:15:00 PM,67371.4137409063,6689001.90155703
SRN0058,Southern Water,0,12/7/2024 10:30:00 AM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168626,12/7/2024 10:30:00 AM,12/7/2024 10:45:00 AM,67371.4137409063,6689001.90155703
SRN0390,Southern Water,0,12/9/2024 9:15:00 PM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168627,12/9/2024 9:15:00 PM,12/9/2024 10:30:00 PM,67371.4137409063,6689001.90155703
SRN0611,Southern Water,0,10/16/2024 7:38:00 PM,51.3660933230717,1.0378397780604,NORTH SEA,12/22/2024 3:15:00 PM,6168628,10/16/2024 7:38:00 PM,10/16/2024 8:39:00 PM,115531.795618688,6686308.67235113
SRN0677,Southern Water,0,11/27/2024 4:08:15 AM,51.3813788118307,0.605074369646885,RIVER MEDWAY ESTUARY,12/22/2024 3:15:00 PM,6168629,11/27/2024 4:08:15 AM,11/27/2024 6:17:00 AM,67356.5707211522,6689034.51323582
SRN0027,Southern Water,0,9/27/2024 2:52:57 AM,50.7138717540767,-1.16626266353579,MONKTONMEAD BROOK,12/22/2024 3:15:00 PM,6168630,9/27/2024 2:52:57 AM,9/27/2024 3:03:00 AM,-129827.765836011,6570836.16412426
SRN0036,Southern Water,0,11/27/2024 2:19:00 AM,50.7329588522877,-1.16932470912576,SOLENT,12/22/2024 3:15:00 PM,6168631,11/27/2024 2:19:00 AM,11/27/2024 3:45:00 AM,-130168.631191872,6574192.48224601
SRN0205,Southern Water,0,12/5/2024 10:19:49 AM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168632,12/5/2024 10:19:49 AM,12/5/2024 10:45:48 AM,67371.4137409063,6689001.90155703
SRN0529,Southern Water,0,1/16/2023 3:47:00 AM,50.8398780251182,0.423788616960157,COLE STREAM,12/22/2024 3:15:00 PM,6168633,1/16/2023 3:47:00 AM,1/16/2023 7:40:00 AM,47175.9330439903,6593018.72461321
SRN0669,Southern Water,0,12/6/2024 9:44:45 PM,50.7165581231925,-1.30135087816935,MEDINA,12/22/2024 3:15:00 PM,6168634,12/6/2024 9:44:45 PM,12/7/2024 2:11:11 AM,-144865.717101191,6571308.45863024
SRN9098,Southern Water,0,1/27/2020 7:33:00 PM,50.8461799033242,-0.997571658655565,BROCKHAMPTON CREEK,12/22/2024 3:15:00 PM,6168635,1/27/2020 7:33:00 PM,1/28/2020 12:19:00 AM,-111049.169071339,6594129.6994298
SRN0137,Southern Water,0,10/28/2023 12:17:00 AM,50.7737480207392,-0.718160212397384,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168636,10/28/2023 12:17:00 AM,10/28/2023 1:07:00 PM,-79945.229152066,6581369.528085
SRN0281,Southern Water,0,11/27/2024 2:35:31 AM,51.0807857797669,-0.303086951238661,BOLDINGS BROOK,12/22/2024 3:15:00 PM,6168637,11/27/2024 2:35:31 AM,11/28/2024 1:07:59 AM,-33739.4850779735,6635596.25180828
SRN0757,Southern Water,0,11/27/2024 1:50:16 AM,50.6917490673356,-1.28841124239395,MEDINA,12/22/2024 3:15:00 PM,6168638,11/27/2024 1:50:16 AM,11/27/2024 3:00:00 AM,-143425.283435623,6566947.77091988
SRN0825,Southern Water,0,9/20/2023 7:15:00 PM,50.7629674669724,-1.53730899615631,LYMINGTON,12/22/2024 3:15:00 PM,6168639,9/20/2023 7:15:00 PM,9/20/2023 7:18:00 PM,-171132.454644039,6579472.03082505
SRN0111,Southern Water,0,11/12/2024 9:55:38 AM,51.1372032209086,1.29572761932062,DOUR,12/22/2024 3:15:00 PM,6168640,11/12/2024 9:55:38 AM,11/12/2024 10:03:11 AM,144239.738789552,6645599.36257848
SRN0234,Southern Water,0,12/5/2024 3:03:03 AM,50.7086228686085,-1.29778650979281,MEDINA,12/22/2024 3:15:00 PM,6168641,12/5/2024 3:03:03 AM,12/5/2024 7:00:00 AM,-144468.933428515,6569913.42795581
SRN0496,Southern Water,0,12/4/2023 10:52:59 AM,51.3763747594858,0.623759742634924,RIVER MEDWAY ESTUARY,12/22/2024 3:15:00 PM,6168642,12/4/2023 10:52:59 AM,12/4/2023 4:59:02 PM,69436.6169274631,6688142.04702836
SRN0367,Southern Water,0,12/21/2024 11:00:00 AM,50.8559842511981,0.266897975780455,HORSE EYE SEWER,12/22/2024 3:15:00 PM,6168643,12/21/2024 11:00:00 AM,12/21/2024 11:30:00 AM,29710.9467576357,6595858.43231114
SRN0484,Southern Water,0,3/2/2024 4:06:46 AM,50.7027123980268,-1.51453679464027,SOLENT,12/22/2024 3:15:00 PM,6168644,3/2/2024 4:06:46 AM,3/2/2024 4:45:00 AM,-168597.464767032,6568874.5110344
SRN0969,Southern Water,0,12/5/2024 7:07:47 PM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168645,12/5/2024 7:07:47 PM,12/5/2024 7:30:00 PM,67371.4137409063,6689001.90155703
SRN0748,Southern Water,0,10/16/2024 6:54:00 PM,51.3928548119786,0.570073996039001,RIVER MEDWAY,12/22/2024 3:15:00 PM,6168646,10/16/2024 6:54:00 PM,10/16/2024 7:10:00 PM,63460.3469535483,6691081.61143891
SRN0859,Southern Water,0,11/27/2024 1:54:06 AM,50.85036197864,-1.18854976697749,BLACKBROOK STREAM,12/22/2024 3:15:00 PM,6168647,11/27/2024 1:54:06 AM,11/27/2024 8:58:00 AM,-132308.754842398,6594867.05141833
SRN0902,Southern Water,0,1/5/2024 12:45:00 AM,50.9896096393345,-1.38687998328117,MONKS BROOK VIA DRAIN,12/22/2024 3:15:00 PM,6168648,1/5/2024 12:45:00 AM,1/5/2024 1:00:00 AM,-154386.773530244,6619455.99399599
SRN0227,Southern Water,0,12/9/2024 7:22:47 AM,51.3673337611553,1.02815086136972,NORTH SEA,12/22/2024 3:15:00 PM,6168649,12/9/2024 7:22:47 AM,12/10/2024 1:16:04 PM,114453.230346343,6686529.84409816
SRN0612,Southern Water,0,12/9/2024 9:25:21 AM,51.3660933230717,1.0378397780604,NORTH SEA,12/22/2024 3:15:00 PM,6168650,12/9/2024 9:25:21 AM,12/9/2024 9:28:40 AM,115531.795618688,6686308.67235113
SRN0844,Southern Water,0,12/9/2024 8:18:22 AM,51.3660933230717,1.0378397780604,NORTH SEA,12/22/2024 3:15:00 PM,6168651,12/9/2024 8:18:22 AM,12/9/2024 8:37:00 AM,115531.795618688,6686308.67235113
SRN0001,Southern Water,0,12/9/2024 6:03:26 PM,51.3222354284465,0.90245754602996,FAVERSHAM CREEK,12/22/2024 3:15:00 PM,6168652,12/9/2024 6:03:26 PM,12/9/2024 6:45:00 PM,100461.114486602,6678492.59921804
SRN0009,Southern Water,0,11/27/2024 3:23:00 AM,51.0365025324786,0.171710872250293,JARVIS BROOK,12/22/2024 3:15:00 PM,6168653,11/27/2024 3:23:00 AM,11/27/2024 5:14:00 AM,19114.7668625715,6627753.13981362
SRN0649,Southern Water,0,12/10/2024 12:47:22 AM,51.0609968364725,0.174855237252702,CROWBOROUGH GHYLL,12/22/2024 3:15:00 PM,6168654,12/10/2024 12:47:22 AM,12/10/2024 1:06:02 AM,19464.7959735078,6632090.4575268
SRN0823,Southern Water,0,12/9/2024 4:28:22 PM,50.9848654059682,0.470947711322192,ROTHER E,12/22/2024 3:15:00 PM,6168655,12/9/2024 4:28:22 PM,12/9/2024 5:00:00 PM,52425.659414644,6618617.0247965
SRN0448,Southern Water,0,12/5/2024 7:21:01 PM,51.0499529558969,0.188320902669771,MEDWAY,12/22/2024 3:15:00 PM,6168656,12/5/2024 7:21:01 PM,12/5/2024 8:24:59 PM,20963.7869909285,6630134.58344829
SRN0544,Southern Water,0,12/9/2024 7:30:00 PM,51.046372484878,0.196997944872308,MEDWAY,12/22/2024 3:15:00 PM,6168657,12/9/2024 7:30:00 PM,12/10/2024 3:14:00 PM,21929.7109105067,6629500.58122868
SRN0545,Southern Water,0,11/27/2024 3:27:35 AM,51.0468443544005,0.191027878390204,CROWBOROUGH GHYLL,12/22/2024 3:15:00 PM,6168658,11/27/2024 3:27:35 AM,11/27/2024 5:45:00 AM,21265.1261497169,6629584.13344403
SRN0885,Southern Water,1,11/27/2024 2:31:13 AM,51.0498410985695,0.232262828792259,MEDWAY,12/22/2024 3:15:00 PM,6168659,11/27/2024 2:31:13 AM,,25855.3798313596,6630114.77587298
SRN0108,Southern Water,0,12/5/2024 8:10:03 PM,50.8357542657658,0.466043634257823,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168660,12/5/2024 8:10:03 PM,12/6/2024 2:38:00 AM,51879.7400530275,6592291.81735535
SRN0339,Southern Water,0,11/27/2024 2:51:29 AM,50.7852184671419,-0.658547342064215,ALDINGBOURNE,12/22/2024 3:15:00 PM,6168661,11/27/2024 2:51:29 AM,11/27/2024 4:15:00 AM,-73309.1547818522,6583388.93440149
SRN0905,Southern Water,0,9/5/2024 12:06:00 PM,50.7795788181301,-0.684524921302446,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168662,9/5/2024 12:06:00 PM,9/5/2024 1:29:00 PM,-76200.965674694,6582395.99546496
SRN0141,Southern Water,0,1/4/2024 4:18:15 PM,50.800015751322,-0.686505495224874,ALDINGBOURNE,12/22/2024 3:15:00 PM,6168663,1/4/2024 4:18:15 PM,1/4/2024 5:07:00 PM,-76421.4421552171,6585994.77238466
SRN0956,Southern Water,0,12/5/2024 6:45:00 PM,50.9450105187898,-0.179203660325129,ADUR,12/22/2024 3:15:00 PM,6168664,12/5/2024 6:45:00 PM,12/5/2024 10:30:00 PM,-19948.8602156841,6611572.47832108
SRN0011,Southern Water,0,5/2/2024 1:40:22 AM,50.7780392011214,-0.699603410738031,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168665,5/2/2024 1:40:22 AM,5/2/2024 9:01:17 PM,-77879.495440595,6582124.94520618
SRN0383,Southern Water,0,8/24/2024 9:09:15 AM,51.0957564749302,0.0530851810096417,MEDWAY,12/22/2024 3:15:00 PM,6168666,8/24/2024 9:09:15 AM,8/24/2024 11:08:59 AM,5909.41531866207,6638249.44535254
SRN0639,Southern Water,0,11/27/2024 2:18:27 AM,50.7258290173204,-1.15329923610177,MONKTONMEAD BROOK,12/22/2024 3:15:00 PM,6168667,11/27/2024 2:18:27 AM,11/27/2024 9:56:58 AM,-128384.68369512,6572938.59611378
SRN0857,Southern Water,0,11/12/2024 10:45:20 AM,51.2745405280765,1.34714373225371,STOUR,12/22/2024 3:15:00 PM,6168668,11/12/2024 10:45:20 AM,11/12/2024 10:47:23 AM,149963.354299833,6670001.19807627
SRN0170,Southern Water,0,10/29/2024 10:18:00 AM,51.1411993444029,0.871621125676274,STOUR,12/22/2024 3:15:00 PM,6168669,10/29/2024 10:18:00 AM,10/29/2024 3:35:00 PM,97028.4198749427,6646308.35978698
SRN0582,Southern Water,0,12/9/2024 11:02:40 PM,51.1236593866156,0.247396586682031,RIVER GROM,12/22/2024 3:15:00 PM,6168670,12/9/2024 11:02:40 PM,12/10/2024 12:00:00 PM,27540.0620534377,6643196.85496067
SRN0812,Southern Water,0,5/22/2024 11:52:58 AM,51.3850923924212,1.34399820677479,NORTH SEA,12/22/2024 3:15:00 PM,6168671,5/22/2024 11:52:58 AM,5/22/2024 12:02:21 PM,149613.196005242,6689696.88856654
SRN0002,Southern Water,0,12/5/2024 5:43:13 AM,50.891649742065,-0.321203692010941,ADUR,12/22/2024 3:15:00 PM,6168672,12/5/2024 5:43:13 AM,12/5/2024 7:15:12 AM,-35756.2314355774,6602150.14927508
SRN0192,Southern Water,0,11/27/2024 3:31:42 AM,51.1442758810526,-0.0710072311295449,FELBRIDGE WATER,12/22/2024 3:15:00 PM,6168673,11/27/2024 3:31:42 AM,11/27/2024 6:45:00 PM,-7904.48881198122,6646854.24456668
SRN0465,Southern Water,0,12/5/2024 4:17:41 AM,50.7315273227562,-1.18309467485728,BINSTEAD STREAM,12/22/2024 3:15:00 PM,6168674,12/5/2024 4:17:41 AM,12/5/2024 7:46:38 AM,-131701.496765346,6573940.71145365
SRN0183,Southern Water,0,10/21/2024 4:24:52 PM,50.6894994204614,-1.53831516085498,SOLENT,12/22/2024 3:15:00 PM,6168675,10/21/2024 4:24:52 PM,10/21/2024 6:36:00 PM,-171244.460385949,6566552.46455481
SRN0761,Southern Water,0,11/25/2024 2:36:04 AM,50.7968284834636,-0.667154630316707,ALDINGBOURNE,12/22/2024 3:15:00 PM,6168676,11/25/2024 2:36:04 AM,11/25/2024 7:00:00 AM,-74267.3137272305,6585433.41699538
SRN0422,Southern Water,0,12/5/2024 6:57:57 PM,50.9286446939882,-0.286288004602642,ADUR,12/22/2024 3:15:00 PM,6168677,12/5/2024 6:57:57 PM,12/5/2024 9:30:05 PM,-31869.4348925885,6608681.48784763
SRN0727,Southern Water,0,11/27/2024 7:48:01 AM,50.7219450535307,-1.11469365296971,SOLENT,12/22/2024 3:15:00 PM,6168678,11/27/2024 7:48:01 AM,11/27/2024 8:42:37 AM,-124087.129839082,6572255.62435366
SRN0080,Southern Water,0,11/27/2024 1:40:57 AM,50.7878419541062,-0.659890977048941,ALDINGBOURNE,12/22/2024 3:15:00 PM,6168679,11/27/2024 1:40:57 AM,11/27/2024 1:24:33 PM,-73458.7275441639,6583850.87672235
SRN0916,Southern Water,0,10/17/2024 12:40:00 AM,51.4296536710773,0.797165004905641,MINSTER MARSHES,12/22/2024 3:15:00 PM,6168680,10/17/2024 12:40:00 AM,10/17/2024 12:49:00 AM,88740.0024243134,6697649.28707124
SRN0020,Southern Water,0,12/18/2024 9:51:51 PM,51.1535447550224,0.28317035907548,SOMERHILL STREAM,12/22/2024 3:15:00 PM,6168681,12/18/2024 9:51:51 PM,12/18/2024 10:09:00 PM,31522.3801800309,6648499.08567548
SRN0749,Southern Water,0,6/16/2021 10:06:20 PM,51.3884005078011,1.36666745450265,NORTH SEA,12/22/2024 3:15:00 PM,6168682,6/16/2021 10:06:20 PM,6/16/2021 10:30:11 PM,152136.725118974,6690286.98808814
SRN0220,Southern Water,0,8/22/2021 4:42:19 AM,51.3174828358689,0.898970955158473,SWALE,12/22/2024 3:15:00 PM,6168683,8/22/2021 4:42:19 AM,8/22/2021 5:53:24 AM,100072.988966184,6677646.07155255
SRN0538,Southern Water,0,12/5/2024 4:07:35 AM,50.7586452305839,-1.3320574340958,SOLENT,12/22/2024 3:15:00 PM,6168684,12/5/2024 4:07:35 AM,12/5/2024 8:24:00 AM,-148283.955270939,6578711.39196753
SRN0101,Southern Water,0,5/2/2024 2:22:00 AM,50.802310605557,-0.507909580582614,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168685,5/2/2024 2:22:00 AM,5/2/2024 2:44:00 AM,-56540.2358794817,6586398.97573885
SRN0622,Southern Water,0,10/14/2024 8:00:00 AM,51.2039425445109,0.29983554630192,MILL STREAM,12/22/2024 3:15:00 PM,6168686,10/14/2024 8:00:00 AM,10/14/2024 7:30:00 PM,33377.5403360527,6657448.39268761
SRN0676,Southern Water,0,10/25/2023 1:44:00 PM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168687,10/25/2023 1:44:00 PM,10/25/2023 2:04:00 PM,67371.4137409063,6689001.90155703
SRN0675,Southern Water,0,10/25/2023 12:02:00 PM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168688,10/25/2023 12:02:00 PM,10/25/2023 12:12:00 PM,67371.4137409063,6689001.90155703
SRN0813,Southern Water,0,4/27/2024 8:33:21 PM,51.3458573036993,0.731162961566204,MILTON CREEK,12/22/2024 3:15:00 PM,6168689,4/27/2024 8:33:21 PM,4/28/2024 12:38:18 AM,81392.6885684517,6682701.409138
SRN0735,Southern Water,0,12/31/2023 2:15:25 AM,51.3974285466846,0.55422779116896,MEDWAY,12/22/2024 3:15:00 PM,6168690,12/31/2023 2:15:25 AM,12/31/2023 2:23:58 AM,61696.3554964094,6691897.62104756
SRN0402,Southern Water,0,10/16/2024 6:59:26 PM,51.381195967985,0.605207706761961,MEDWAY,12/22/2024 3:15:00 PM,6168691,10/16/2024 6:59:26 PM,10/16/2024 7:15:00 PM,67371.4137409063,6689001.90155703
SRN0066,Southern Water,0,9/27/2024 4:35:31 AM,50.8457238715219,0.466711557093683,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168692,9/27/2024 4:35:31 AM,9/27/2024 3:41:00 PM,51954.0928830046,6594049.29933764
SRN0746,Southern Water,0,8/24/2024 2:16:38 PM,50.8491270318224,0.534520174869043,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168693,8/24/2024 2:16:38 PM,8/24/2024 2:31:58 PM,59502.5136851534,6594649.3080284
SRN0047,Southern Water,0,10/24/2023 12:29:41 PM,51.1320450554181,1.30636850526042,DOUR,12/22/2024 3:15:00 PM,6168694,10/24/2023 12:29:41 PM,10/24/2023 12:32:44 PM,145424.27679396,6644684.28515134
SRN0382,Southern Water,0,12/19/2024 12:15:00 AM,50.8332308017892,0.44062951708248,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168695,12/19/2024 12:15:00 AM,12/19/2024 1:04:00 AM,49050.6534701077,6591847.03057409
SRN0019,Southern Water,0,1/4/2024 6:58:00 PM,51.2029315051194,-1.4848209539914,RIVER ANTON,12/22/2024 3:15:00 PM,6168696,1/4/2024 6:58:00 PM,1/4/2024 8:00:00 PM,-165289.512517505,6657268.76277444
SRN0304,Southern Water,0,12/22/2024 12:25:00 AM,50.8487416331454,-0.562967929270108,ARUN,12/22/2024 3:15:00 PM,6168697,12/22/2024 12:25:00 AM,12/22/2024 12:27:00 AM,-62669.3032192921,6594581.35647314
SRN0247,Southern Water,0,12/5/2024 5:54:00 AM,50.8042458773548,-0.542903092702707,ARUN,12/22/2024 3:15:00 PM,6168698,12/5/2024 5:54:00 AM,12/5/2024 6:06:00 AM,-60435.6958297587,6586739.85959522
SRN0625,Southern Water,0,11/27/2024 3:58:00 AM,50.8163096630526,-0.453092445719356,FERRING RIFE,12/22/2024 3:15:00 PM,6168699,11/27/2024 3:58:00 AM,11/27/2024 7:26:00 AM,-50438.0203397577,6588865.1248962
SRN0884,Southern Water,0,11/18/2024 1:20:00 PM,50.8535159230122,-0.553415974188007,ARUN,12/22/2024 3:15:00 PM,6168700,11/18/2024 1:20:00 PM,11/18/2024 2:17:00 PM,-61605.9844434724,6595423.1748395
SRN0919,Southern Water,0,10/28/2023 6:00:00 PM,50.8133716737891,-0.553549358555152,ARUN,12/22/2024 3:15:00 PM,6168701,10/28/2023 6:00:00 PM,10/28/2023 6:15:00 PM,-61620.8327233027,6588347.49164656
SRN0699,Southern Water,0,12/7/2024 10:51:46 AM,51.245076374073,0.293576580344943,RIVER BOURNE,12/22/2024 3:15:00 PM,6168702,12/7/2024 10:51:46 AM,12/7/2024 4:15:02 PM,32680.7954328296,6664759.92703356
SRN0528,Southern Water,0,5/31/2024 7:09:34 PM,51.4536374364806,0.307184671400767,TRIBUTARY OF THE RIVER THAMES,12/22/2024 3:15:00 PM,6168703,5/31/2024 7:09:34 PM,5/31/2024 9:15:02 PM,34195.6411998324,6701932.63678863
SRN0953,Southern Water,0,12/5/2024 7:28:20 PM,51.3736733164571,0.627916244979957,MEDWAY,12/22/2024 3:15:00 PM,6168704,12/5/2024 7:28:20 PM,12/5/2024 8:15:00 PM,69899.3166519932,6687660.2887376
SRN0187,Southern Water,0,10/16/2024 6:22:59 PM,50.8314397144762,0.427327958940633,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168705,10/16/2024 6:22:59 PM,10/16/2024 7:27:42 PM,47569.9307910002,6591531.34739119
SRN0018,Southern Water,0,10/14/2024 5:53:35 AM,50.7973519284865,-0.611798176060639,ARUN,12/22/2024 3:15:00 PM,6168706,10/14/2024 5:53:35 AM,10/14/2024 10:15:00 AM,-68105.0614273239,6585525.60576743
SRN0418,Southern Water,0,12/7/2024 8:21:00 AM,50.8017185721001,-0.5786025319996,RYEBANK RIFE,12/22/2024 3:15:00 PM,6168707,12/7/2024 8:21:00 AM,12/8/2024 4:57:00 PM,-64409.7392338943,6586294.69623136
SRN0540,Southern Water,0,12/11/2024 8:22:48 PM,50.8300524076171,-0.639370499867533,LIDSEY RIFE,12/22/2024 3:15:00 PM,6168708,12/11/2024 8:22:48 PM,12/11/2024 8:25:02 PM,-71174.3984734946,6591286.83974983
SRN0255,Southern Water,0,11/27/2024 2:17:47 AM,50.655371787402,-1.14763466242064,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168709,11/27/2024 2:17:47 AM,11/27/2024 3:18:20 AM,-127754.106237376,6560557.90445968
SRN0668,Southern Water,0,12/5/2024 9:33:00 PM,50.7376032557203,-1.16484936182187,SOLENT,12/22/2024 3:15:00 PM,6168710,12/5/2024 9:33:00 PM,12/5/2024 9:53:00 PM,-129670.43780888,6575009.37142026
SRN0756,Southern Water,0,11/17/2022 8:39:13 PM,50.6261512492003,-1.17361157469526,ENGLISH CHANNEL,12/22/2024 3:15:00 PM,6168711,11/17/2022 8:39:13 PM,11/18/2022 4:18:54 PM,-130645.842884168,6555428.74171064
SRN0224,Southern Water,0,4/10/2024 9:45:00 PM,50.7953370875343,0.0496811982454855,OUSE,12/22/2024 3:15:00 PM,6168712,4/10/2024 9:45:00 PM,4/11/2024 8:30:00 AM,5530.48569068712,6585170.75904728
SRN0131,Southern Water,0,4/21/2023 1:15:00 PM,50.8523648288448,-1.16649521249234,PORTSMOUTH HARBOUR,12/22/2024 3:15:00 PM,6168713,4/21/2023 1:15:00 PM,4/21/2023 1:40:00 PM,-129853.653067439,6595220.20227718
SRN0337,Southern Water,0,11/27/2024 2:58:00 AM,51.0462668405386,-0.720923756782735,ROTHER W,12/22/2024 3:15:00 PM,6168714,11/27/2024 2:58:00 AM,11/27/2024 11:30:00 AM,-80252.8655058279,6629481.87528743
SRN0051,Southern Water,0,9/23/2024 5:05:22 AM,50.7883849276311,0.0563152103773521,OUSE,12/22/2024 3:15:00 PM,6168715,9/23/2024 5:05:22 AM,9/23/2024 6:01:14 AM,6268.98054312291,6583946.48647684
SRN0050,Southern Water,0,11/15/2020 8:48:00 AM,50.7883849276311,0.0563152103773521,OUSE,12/22/2024 3:15:00 PM,6168716,11/15/2020 8:48:00 AM,11/15/2020 9:12:00 AM,6268.98054312291,6583946.48647684
SRN9002,Southern Water,0,1/15/2020 12:17:00 PM,50.784235,0.055842,OUSE,12/22/2024 3:15:00 PM,6168717,1/15/2020 12:17:00 PM,1/15/2020 12:32:00 PM,6216.30300487798,6583215.7726607
SRN9061,Southern Water,0,1/7/2023 6:27:00 PM,51.3607526704446,1.1245519567726,NORTH SEA,12/22/2024 3:15:00 PM,6168718,1/7/2023 6:27:00 PM,1/7/2023 10:48:00 PM,125184.551198505,6685356.49535824
SRN0257,Southern Water,0,10/16/2024 8:28:00 PM,51.3598586500544,1.12434739887979,BALANCING LAGOON ON THE PLENTY BROOK,12/22/2024 3:15:00 PM,6168719,10/16/2024 8:28:00 PM,10/16/2024 8:30:00 PM,125161.77991804,6685197.11264462
SRN0454,Southern Water,0,12/9/2024 10:24:52 AM,51.3767954890153,1.1401612814002,NORTH SEA,12/22/2024 3:15:00 PM,6168720,12/9/2024 10:24:52 AM,12/9/2024 3:15:00 PM,126922.173267677,6688217.07983447
SRN0046,Southern Water,0,12/9/2024 8:04:12 PM,51.4163047828807,0.881085981374372,BARROWS BROOK,12/22/2024 3:15:00 PM,6168721,12/9/2024 8:04:12 PM,12/9/2024 11:12:42 PM,98082.0427916868,6695266.23348183
